"","date","province","at_least_1_dose","double_dose","firstJabs","secondJabs","jabs","eligible_population","population","province2","type","unvaccinated_population","partially_dose"
"1609",2021-11-10,"mb",1091418.05652085,1015643.16179243,1700.09437877499,1177.83612523228,2877.93050400726,1168952,1382904,"MB","projection",291485.943479148,75774.8947284255
"1610",2021-11-11,"mb",1093116.52795208,1016821.33728484,1698.47143122903,1178.17549241509,2876.64692364412,1168952,1382904,"MB","projection",289787.472047919,76295.1906672395
"1611",2021-11-12,"mb",1094813.2763352,1017999.84377176,1696.74838312273,1178.50648691913,2875.25487004186,1168952,1382904,"MB","projection",288090.723664796,76813.4325634431
"1612",2021-11-13,"mb",1096508.19212813,1019178.6731104,1694.91579292249,1178.82933864382,2873.74513156631,1168952,1382904,"MB","projection",286395.807871873,77329.5190177218
"1613",2021-11-14,"mb",1098201.15513319,1020357.81737212,1692.96300506801,1179.14426171791,2872.10726678593,1168952,1382904,"MB","projection",284702.844866805,77843.3377610719
"1614",2021-11-15,"mb",1099892.03308326,1021537.26882678,1690.87795006298,1179.45145465771,2870.32940472069,1168952,1382904,"MB","projection",283011.966916743,78354.7642564771
"1615",2021-11-16,"mb",1101580.67998729,1022717.01992717,1688.64690403431,1179.75110038777,2868.39800442208,1168952,1382904,"MB","projection",281323.320012708,78863.6600601237
"1616",2021-11-17,"mb",1103266.9341852,1023897.06329328,1686.25419790857,1180.04336610856,2866.29756401712,1168952,1382904,"MB","projection",279637.0658148,79369.8708919237
"1617",2021-11-18,"mb",1104950.61604874,1025077.39169627,1683.68186353962,1180.32840299082,2864.01026653044,1168952,1382904,"MB","projection",277953.38395126,79873.2243524725
"1618",2021-11-19,"mb",1106631.52524912,1026257.99804193,1680.90920037543,1180.60634566646,2861.51554604189,1168952,1382904,"MB","projection",276272.474750885,80373.5272071814
"1619",2021-11-20,"mb",1108309.43749034,1027438.87535342,1677.91224122467,1180.87731148105,2858.78955270571,1168952,1382904,"MB","projection",274594.56250966,80870.5621369251
"1620",2021-11-21,"mb",1109984.10057919,1028620.01675287,1674.66308885394,1181.14139945863,2855.80448831257,1168952,1382904,"MB","projection",272919.899420806,81364.0838263204
"1621",2021-11-22,"mb",1111655.22966501,1029801.41544179,1671.12908581505,1181.39868891297,2852.52777472802,1168952,1382904,"MB","projection",271248.770334991,81853.8142232224
"1622",2021-11-23,"mb",1113322.50143197,1030983.06467941,1667.27176696411,1181.64923762495,2848.92100458906,1168952,1382904,"MB","projection",269581.498568027,82339.4367525616
"1623",2021-11-24,"mb",1114985.54695799,1032164.95775888,1663.04552602093,1181.89307946793,2844.93860548886,1168952,1382904,"MB","projection",267918.453042006,82820.5891991146
"1624",2021-11-25,"mb",1116643.94285984,1033347.08798021,1658.39590184856,1182.13022133464,2840.5261231832,1168952,1382904,"MB","projection",266260.057140157,83296.8548796285
"1625",2021-11-26,"mb",1118297.20021309,1034529.44861937,1653.25735325017,1182.36063915654,2835.61799240671,1168952,1382904,"MB","projection",264606.799786907,83767.7515937221
"1626",2021-11-27,"mb",1119944.75055044,1035712.03289211,1647.5503373493,1182.58427273436,2830.13461008365,1168952,1382904,"MB","projection",262959.249449558,84232.7176583371
"1627",2021-11-28,"mb",1121585.9279776,1036894.83391109,1641.17742716079,1182.80101898895,2823.97844614973,1168952,1382904,"MB","projection",261318.072022397,84691.0940665089
"1628",2021-11-29,"mb",1123219.9460621,1038077.84463417,1634.01808449789,1183.0107230763,2817.02880757418,1168952,1382904,"MB","projection",259684.053937899,85142.1014279305
"1629",2021-11-30,"mb",1124845.86758371,1039261.05780075,1625.92152161174,1183.21316657844,2809.13468819018,1168952,1382904,"MB","projection",258058.132416287,85584.8097829638
"1630",2021-12-01,"mb",1126462.56438378,1040444.46585236,1616.69680007128,1183.40805161442,2800.1048516857,1168952,1382904,"MB","projection",256441.435616216,86018.0985314207
"1631",2021-12-02,"mb",1128068.66324596,1041628.06083152,1606.09886217304,1183.5949791607,2789.69384133373,1168952,1382904,"MB","projection",254835.336754043,86440.602414433
"1632",2021-12-03,"mb",1129662.4716993,1042811.83425052,1593.80845334101,1183.77341899206,2777.58187233307,1168952,1382904,"MB","projection",253241.528300702,86850.637448782
"1633",2021-12-04,"mb",1131241.87436716,1043995.77691775,1579.40266786539,1183.9426672291,2763.34533509449,1168952,1382904,"MB","projection",251662.125632837,87246.0974494183
"1634",2021-12-05,"mb",1132804.18512655,1045179.87870287,1562.31075938838,1184.10178512603,2746.4125445144,1168952,1382904,"MB","projection",250099.814873448,87624.3064236806
"1635",2021-12-06,"mb",1134345.93132636,1046364.12821159,1541.74619980482,1184.24950872338,2725.99570852821,1168952,1382904,"MB","projection",248558.068673644,87981.8031147621
"1636",2021-12-07,"mb",1135862.53073394,1047548.51232356,1516.59940758045,1184.38411196461,2700.98351954506,1168952,1382904,"MB","projection",247041.469266063,88314.0184103779
"1637",2021-12-08,"mb",1137347.79425274,1048733.01551676,1485.26351879979,1184.50319320476,2669.76671200455,1168952,1382904,"MB","projection",245556.205747263,88614.7787359729
"1638",2021-12-09,"mb",1138793.13737015,1049917.61884832,1445.34311740869,1184.60333155352,2629.9464489622,1168952,1382904,"MB","projection",244110.862629855,88875.5185218281
"1639",2021-12-10,"mb",1140186.29159013,1051102.29836346,1393.1542199885,1184.67951514386,2577.83373513236,1168952,1382904,"MB","projection",242717.708409866,89083.9932266728
"1640",2021-12-11,"mb",1141509.14327748,1052287.02252361,1322.85168734472,1184.72416014713,2507.57584749185,1168952,1382904,"MB","projection",241394.856722521,89222.1207538703
"1641",2021-12-12,"mb",1142734.07320679,1053471.74791927,1224.92992930906,1184.72539565875,2409.65532496781,1168952,1382904,"MB","projection",240169.926793212,89262.3252875207
"1642",2021-12-13,"mb",1143818.02542845,1054656.41205464,1083.95222166018,1184.66413537157,2268.61635703174,1168952,1382904,"MB","projection",239085.974571552,89161.6133738093
"1643",2021-12-14,"mb",1144695.12535251,1055840.9219818,877.099924064707,1184.50992716337,2061.60985122807,1168952,1382904,"MB","projection",238208.874647487,88854.2033707106
"1644",2021-12-15,"mb",1145280.10340632,1057025.14231439,584.978053806117,1184.22033258365,1769.19838638976,1168952,1382904,"MB","projection",237623.896593681,88254.9610919331
"1645",2021-12-16,"mb",1145531.04823319,1058208.90872905,250.9448268665,1183.76641466818,1434.71124153468,1168952,1382904,"MB","projection",237372.951766815,87322.1395041314
"1646",2021-12-17,"mb",1145571.98160064,1059392.10172926,40.9333674579393,1183.19300020742,1224.12636766536,1168952,1382904,"MB","projection",237332.018399357,86179.8798713819
"1647",2021-12-18,"mb",1145572.95945438,1060574.67584483,0.97785373381339,1182.5741155725,1183.55196930631,1168952,1382904,"MB","projection",237331.040545623,84998.2836095432
"1648",2021-12-19,"mb",1145572.96,1061756.60227753,0.000545622780919075,1181.92643269338,1181.92697831616,1168952,1382904,"MB","projection",237331.04,83816.3577224726
"1649",2021-12-20,"mb",1145572.96,1062937.85074412,2.3283064365387e-10,1181.24846658902,1181.24846658926,1168952,1382904,"MB","projection",237331.04,82635.1092558838
"1650",2021-12-21,"mb",1145572.96,1064118.38880595,0,1180.53806182952,1180.53806182952,1168952,1382904,"MB","projection",237331.04,81454.5711940543
"1651",2021-12-22,"mb",1145572.96,1065298.18166052,0,1179.79285457474,1179.79285457474,1168952,1382904,"MB","projection",237331.04,80274.7783394796
"1652",2021-12-23,"mb",1145572.96,1066477.19190779,0,1179.01024727197,1179.01024727197,1168952,1382904,"MB","projection",237331.04,79095.7680922076
"1653",2021-12-24,"mb",1145572.96,1067655.37928701,0,1178.18737922003,1178.18737922003,1168952,1382904,"MB","projection",237331.04,77917.5807129876
"1654",2021-12-25,"mb",1145572.96,1068832.70037961,0,1177.32109259302,1177.32109259302,1168952,1382904,"MB","projection",237331.04,76740.2596203946
"1655",2021-12-26,"mb",1145572.96,1070009.1082727,0,1176.407893094,1176.407893094,1168952,1382904,"MB","projection",237331.04,75563.8517273006
"1656",2021-12-27,"mb",1145572.96,1071184.55217692,0,1175.44390421966,1175.44390421966,1168952,1382904,"MB","projection",237331.04,74388.4078230809
"1657",2021-12-28,"mb",1145572.96,1072358.97699082,0,1174.42481390387,1174.42481390387,1168952,1382904,"MB","projection",237331.04,73213.983009177
"1658",2021-12-29,"mb",1145572.96,1073532.32280285,0,1173.34581202408,1173.34581202408,1168952,1382904,"MB","projection",237331.04,72040.6371971529
"1659",2021-12-30,"mb",1145572.96,1074704.52431975,0,1172.20151689928,1172.20151689928,1168952,1382904,"MB","projection",237331.04,70868.4356802537
"1660",2021-12-31,"mb",1145572.96,1075875.51020821,0,1170.98588846507,1170.98588846507,1168952,1382904,"MB","projection",237331.04,69697.4497917886
"1661",2022-01-01,"mb",1145572.96,1077045.20233345,0,1169.69212524011,1169.69212524011,1168952,1382904,"MB","projection",237331.04,68527.7576665485
"1662",2022-01-02,"mb",1145572.96,1078213.51487491,0,1168.31254145876,1168.31254145876,1168952,1382904,"MB","projection",237331.04,67359.4451250897
"1663",2022-01-03,"mb",1145572.96,1079380.35329472,0,1166.83841980505,1166.83841980505,1168952,1382904,"MB","projection",237331.04,66192.6067052847
"1664",2022-01-04,"mb",1145572.96,1080545.61312866,0,1165.2598339403,1165.2598339403,1168952,1382904,"MB","projection",237331.04,65027.3468713444
"1665",2022-01-05,"mb",1145572.96,1081709.17856205,0,1163.56543339416,1163.56543339416,1168952,1382904,"MB","projection",237331.04,63863.7814379502
"1666",2022-01-06,"mb",1145572.96,1082870.92074329,0,1161.742181245,1161.742181245,1168952,1382904,"MB","projection",237331.04,62702.0392567052
"1667",2022-01-07,"mb",1145572.96,1084030.69577543,0,1159.77503213985,1159.77503213985,1168952,1382904,"MB","projection",237331.04,61542.2642245654
"1668",2022-01-08,"mb",1145572.96,1085188.34230978,0,1157.64653434674,1157.64653434674,1168952,1382904,"MB","projection",237331.04,60384.6176902186
"1669",2022-01-09,"mb",1145572.96,1086343.67864405,0,1155.33633426693,1155.33633426693,1168952,1382904,"MB","projection",237331.04,59229.2813559517
"1670",2022-01-10,"mb",1145572.96,1087496.49919866,0,1152.82055460801,1152.82055460801,1168952,1382904,"MB","projection",237331.04,58076.4608013437
"1671",2022-01-11,"mb",1145572.96,1088646.57020603,0,1150.07100737304,1150.07100737304,1168952,1382904,"MB","projection",237331.04,56926.3897939706
"1672",2022-01-12,"mb",1145572.96,1089793.62439471,0,1147.05418868526,1147.05418868526,1168952,1382904,"MB","projection",237331.04,55779.3356052854
"1673",2022-01-13,"mb",1145572.96,1090937.35437706,0,1143.72998234606,1143.72998234606,1168952,1382904,"MB","projection",237331.04,54635.6056229393
"1674",2022-01-14,"mb",1145572.96,1092077.40434703,0,1140.04996997397,1140.04996997397,1168952,1382904,"MB","projection",237331.04,53495.5556529653
"1675",2022-01-15,"mb",1145572.96,1093213.35955006,0,1135.95520302653,1135.95520302653,1168952,1382904,"MB","projection",237331.04,52359.6004499388
"1676",2022-01-16,"mb",1145572.96,1094344.7327788,0,1131.37322873622,1131.37322873622,1168952,1382904,"MB","projection",237331.04,51228.2272212026
"1677",2022-01-17,"mb",1145572.96,1095470.94684508,0,1126.21406628075,1126.21406628075,1168952,1382904,"MB","projection",237331.04,50102.0131549218
"1678",2022-01-18,"mb",1145572.96,1096591.31152722,0,1120.36468214588,1120.36468214588,1168952,1382904,"MB","projection",237331.04,48981.6484727759
"1679",2022-01-19,"mb",1145572.96,1097704.99280952,0,1113.68128229235,1113.68128229235,1168952,1382904,"MB","projection",237331.04,47867.9671904836
"1680",2022-01-20,"mb",1145572.96,1098810.97117742,0,1105.97836790141,1105.97836790141,1168952,1382904,"MB","projection",237331.04,46761.9888225822
"1681",2020-12-02,"nb",0,0,NA,NA,NA,693386,783721,"NB","data",783721,0
"1682",2020-12-03,"nb",0,0,NA,NA,NA,693386,783721,"NB","data",783721,0
"1683",2020-12-04,"nb",0,0,NA,NA,NA,693386,783721,"NB","data",783721,0
"1684",2020-12-05,"nb",0,0,NA,NA,NA,693386,783721,"NB","data",783721,0
"1685",2020-12-06,"nb",0,0,NA,NA,NA,693386,783721,"NB","data",783721,0
"1686",2020-12-07,"nb",0,0,NA,NA,NA,693386,783721,"NB","data",783721,0
"1687",2020-12-08,"nb",0,0,NA,NA,NA,693386,783721,"NB","data",783721,0
"1688",2020-12-09,"nb",0,0,NA,NA,NA,693386,783721,"NB","data",783721,0
"1689",2020-12-10,"nb",0,0,NA,NA,NA,693386,783721,"NB","data",783721,0
"1690",2020-12-11,"nb",0,0,NA,NA,NA,693386,783721,"NB","data",783721,0
"1691",2020-12-12,"nb",0,0,NA,NA,NA,693386,783721,"NB","data",783721,0
"1692",2020-12-13,"nb",0,0,NA,NA,NA,693386,783721,"NB","data",783721,0
"1693",2020-12-14,"nb",0,0,NA,NA,NA,693386,783721,"NB","data",783721,0
"1694",2020-12-15,"nb",0,0,NA,NA,NA,693386,783721,"NB","data",783721,0
"1695",2020-12-16,"nb",0,0,NA,NA,NA,693386,783721,"NB","data",783721,0
"1696",2020-12-17,"nb",0,0,NA,NA,NA,693386,783721,"NB","data",783721,0
"1697",2020-12-18,"nb",0,0,NA,NA,NA,693386,783721,"NB","data",783721,0
"1698",2020-12-19,"nb",5,0,NA,NA,NA,693386,783721,"NB","data",783716,5
"1699",2020-12-20,"nb",5,0,NA,NA,NA,693386,783721,"NB","data",783716,5
"1700",2020-12-21,"nb",1871,0,NA,NA,NA,693386,783721,"NB","data",781850,1871
"1701",2020-12-22,"nb",1871,0,NA,NA,NA,693386,783721,"NB","data",781850,1871
"1702",2020-12-23,"nb",1871,0,NA,NA,NA,693386,783721,"NB","data",781850,1871
"1703",2020-12-24,"nb",1871,0,NA,NA,NA,693386,783721,"NB","data",781850,1871
"1704",2020-12-25,"nb",1871,0,NA,NA,NA,693386,783721,"NB","data",781850,1871
"1705",2020-12-26,"nb",1871,0,NA,NA,NA,693386,783721,"NB","data",781850,1871
"1706",2020-12-27,"nb",1871,0,NA,NA,NA,693386,783721,"NB","data",781850,1871
"1707",2020-12-28,"nb",2905,0,NA,NA,NA,693386,783721,"NB","data",780816,2905
"1708",2020-12-29,"nb",2905,0,NA,NA,NA,693386,783721,"NB","data",780816,2905
"1709",2020-12-30,"nb",2905,0,NA,NA,NA,693386,783721,"NB","data",780816,2905
"1710",2020-12-31,"nb",2905,0,NA,NA,NA,693386,783721,"NB","data",780816,2905
"1711",2021-01-01,"nb",2905,0,NA,NA,NA,693386,783721,"NB","data",780816,2905
"1712",2021-01-02,"nb",2905,0,NA,NA,NA,693386,783721,"NB","data",780816,2905
"1713",2021-01-03,"nb",2905,0,NA,NA,NA,693386,783721,"NB","data",780816,2905
"1714",2021-01-04,"nb",2905,0,NA,NA,NA,693386,783721,"NB","data",780816,2905
"1715",2021-01-05,"nb",2905,0,NA,NA,NA,693386,783721,"NB","data",780816,2905
"1716",2021-01-06,"nb",4105,0,NA,NA,NA,693386,783721,"NB","data",779616,4105
"1717",2021-01-07,"nb",5019,0,NA,NA,NA,693386,783721,"NB","data",778702,5019
"1718",2021-01-08,"nb",5019,0,NA,NA,NA,693386,783721,"NB","data",778702,5019
"1719",2021-01-09,"nb",5019,0,NA,NA,NA,693386,783721,"NB","data",778702,5019
"1720",2021-01-10,"nb",5019,0,NA,NA,NA,693386,783721,"NB","data",778702,5019
"1721",2021-01-11,"nb",7732,0,NA,NA,NA,693386,783721,"NB","data",775989,7732
"1722",2021-01-12,"nb",7732,0,NA,NA,NA,693386,783721,"NB","data",775989,7732
"1723",2021-01-13,"nb",5870,1862,NA,NA,NA,693386,783721,"NB","data",777851,4008
"1724",2021-01-14,"nb",5870,1862,NA,NA,NA,693386,783721,"NB","data",777851,4008
"1725",2021-01-15,"nb",5870,1862,NA,NA,NA,693386,783721,"NB","data",777851,4008
"1726",2021-01-16,"nb",5870,1862,NA,NA,NA,693386,783721,"NB","data",777851,4008
"1727",2021-01-17,"nb",5870,1862,NA,NA,NA,693386,783721,"NB","data",777851,4008
"1728",2021-01-18,"nb",7869,2567,NA,NA,NA,693386,783721,"NB","data",775852,5302
"1729",2021-01-19,"nb",7869,2567,NA,NA,NA,693386,783721,"NB","data",775852,5302
"1730",2021-01-20,"nb",7869,2567,NA,NA,NA,693386,783721,"NB","data",775852,5302
"1731",2021-01-21,"nb",7869,2567,NA,NA,NA,693386,783721,"NB","data",775852,5302
"1732",2021-01-22,"nb",7869,2567,NA,NA,NA,693386,783721,"NB","data",775852,5302
"1733",2021-01-23,"nb",7869,2567,NA,NA,NA,693386,783721,"NB","data",775852,5302
"1734",2021-01-24,"nb",7869,2567,NA,NA,NA,693386,783721,"NB","data",775852,5302
"1735",2021-01-25,"nb",11418,2839,NA,NA,NA,693386,783721,"NB","data",772303,8579
"1736",2021-01-26,"nb",11418,2839,NA,NA,NA,693386,783721,"NB","data",772303,8579
"1737",2021-01-27,"nb",11418,2839,NA,NA,NA,693386,783721,"NB","data",772303,8579
"1738",2021-01-28,"nb",11418,2839,NA,NA,NA,693386,783721,"NB","data",772303,8579
"1739",2021-01-29,"nb",11418,2839,NA,NA,NA,693386,783721,"NB","data",772303,8579
"1740",2021-01-30,"nb",11418,2839,NA,NA,NA,693386,783721,"NB","data",772303,8579
"1741",2021-01-31,"nb",11418,2839,NA,NA,NA,693386,783721,"NB","data",772303,8579
"1742",2021-02-01,"nb",12817,4460,NA,NA,NA,693386,783721,"NB","data",770904,8357
"1743",2021-02-02,"nb",12817,4460,NA,NA,NA,693386,783721,"NB","data",770904,8357
"1744",2021-02-03,"nb",12817,4460,NA,NA,NA,693386,783721,"NB","data",770904,8357
"1745",2021-02-04,"nb",12817,4460,NA,NA,NA,693386,783721,"NB","data",770904,8357
"1746",2021-02-05,"nb",12817,4460,NA,NA,NA,693386,783721,"NB","data",770904,8357
"1747",2021-02-06,"nb",12817,4460,NA,NA,NA,693386,783721,"NB","data",770904,8357
"1748",2021-02-07,"nb",12817,4460,NA,NA,NA,693386,783721,"NB","data",770904,8357
"1749",2021-02-08,"nb",13296,5347,NA,NA,NA,693386,783721,"NB","data",770425,7949
"1750",2021-02-09,"nb",13296,5347,NA,NA,NA,693386,783721,"NB","data",770425,7949
"1751",2021-02-10,"nb",13296,5347,NA,NA,NA,693386,783721,"NB","data",770425,7949
"1752",2021-02-11,"nb",13296,5347,NA,NA,NA,693386,783721,"NB","data",770425,7949
"1753",2021-02-12,"nb",13296,5347,NA,NA,NA,693386,783721,"NB","data",770425,7949
"1754",2021-02-13,"nb",13296,5347,NA,NA,NA,693386,783721,"NB","data",770425,7949
"1755",2021-02-14,"nb",13296,5347,NA,NA,NA,693386,783721,"NB","data",770425,7949
"1756",2021-02-15,"nb",13296,5347,NA,NA,NA,693386,783721,"NB","data",770425,7949
"1757",2021-02-16,"nb",13677,7505,NA,NA,NA,693386,783721,"NB","data",770044,6172
"1758",2021-02-17,"nb",13677,7505,NA,NA,NA,693386,783721,"NB","data",770044,6172
"1759",2021-02-18,"nb",13677,7505,NA,NA,NA,693386,783721,"NB","data",770044,6172
"1760",2021-02-19,"nb",13677,7505,NA,NA,NA,693386,783721,"NB","data",770044,6172
"1761",2021-02-20,"nb",13677,7505,NA,NA,NA,693386,783721,"NB","data",770044,6172
"1762",2021-02-21,"nb",13677,7505,NA,NA,NA,693386,783721,"NB","data",770044,6172
"1763",2021-02-22,"nb",15281,11036,NA,NA,NA,693386,783721,"NB","data",768440,4245
"1764",2021-02-23,"nb",15281,11036,NA,NA,NA,693386,783721,"NB","data",768440,4245
"1765",2021-02-24,"nb",15281,11036,NA,NA,NA,693386,783721,"NB","data",768440,4245
"1766",2021-02-25,"nb",15281,11036,NA,NA,NA,693386,783721,"NB","data",768440,4245
"1767",2021-02-26,"nb",15281,11036,NA,NA,NA,693386,783721,"NB","data",768440,4245
"1768",2021-02-27,"nb",15281,11036,NA,NA,NA,693386,783721,"NB","data",768440,4245
"1769",2021-02-28,"nb",15281,11036,NA,NA,NA,693386,783721,"NB","data",768440,4245
"1770",2021-03-01,"nb",15281,11036,NA,NA,NA,693386,783721,"NB","data",768440,4245
"1771",2021-03-02,"nb",21599,12142,NA,NA,NA,693386,783721,"NB","data",762122,9457
"1772",2021-03-03,"nb",21599,12142,NA,NA,NA,693386,783721,"NB","data",762122,9457
"1773",2021-03-04,"nb",21599,12142,NA,NA,NA,693386,783721,"NB","data",762122,9457
"1774",2021-03-05,"nb",21599,12142,NA,NA,NA,693386,783721,"NB","data",762122,9457
"1775",2021-03-06,"nb",21599,12142,NA,NA,NA,693386,783721,"NB","data",762122,9457
"1776",2021-03-07,"nb",21599,12142,NA,NA,NA,693386,783721,"NB","data",762122,9457
"1777",2021-03-08,"nb",26331,12152,NA,NA,NA,693386,783721,"NB","data",757390,14179
"1778",2021-03-09,"nb",26331,12152,NA,NA,NA,693386,783721,"NB","data",757390,14179
"1779",2021-03-10,"nb",26331,12152,NA,NA,NA,693386,783721,"NB","data",757390,14179
"1780",2021-03-11,"nb",26331,12152,NA,NA,NA,693386,783721,"NB","data",757390,14179
"1781",2021-03-12,"nb",26331,12152,NA,NA,NA,693386,783721,"NB","data",757390,14179
"1782",2021-03-13,"nb",26331,12152,NA,NA,NA,693386,783721,"NB","data",757390,14179
"1783",2021-03-14,"nb",26331,12152,NA,NA,NA,693386,783721,"NB","data",757390,14179
"1784",2021-03-15,"nb",39159,12195,NA,NA,NA,693386,783721,"NB","data",744562,26964
"1785",2021-03-16,"nb",39159,12195,NA,NA,NA,693386,783721,"NB","data",744562,26964
"1786",2021-03-17,"nb",41328,12195,NA,NA,NA,693386,783721,"NB","data",742393,29133
"1787",2021-03-18,"nb",42631,12197,NA,NA,NA,693386,783721,"NB","data",741090,30434
"1788",2021-03-19,"nb",43471,12197,NA,NA,NA,693386,783721,"NB","data",740250,31274
"1789",2021-03-20,"nb",45522,12200,NA,NA,NA,693386,783721,"NB","data",738199,33322
"1790",2021-03-21,"nb",48887,12219,NA,NA,NA,693386,783721,"NB","data",734834,36668
"1791",2021-03-22,"nb",50974,12221,NA,NA,NA,693386,783721,"NB","data",732747,38753
"1792",2021-03-23,"nb",52130,12222,NA,NA,NA,693386,783721,"NB","data",731591,39908
"1793",2021-03-24,"nb",54181,12205,NA,NA,NA,693386,783721,"NB","data",729540,41976
"1794",2021-03-25,"nb",57753,12207,NA,NA,NA,693386,783721,"NB","data",725968,45546
"1795",2021-03-26,"nb",63751,12211,NA,NA,NA,693386,783721,"NB","data",719970,51540
"1796",2021-03-27,"nb",68848,12216,NA,NA,NA,693386,783721,"NB","data",714873,56632
"1797",2021-03-28,"nb",75046,12220,NA,NA,NA,693386,783721,"NB","data",708675,62826
"1798",2021-03-29,"nb",77959,12223,NA,NA,NA,693386,783721,"NB","data",705762,65736
"1799",2021-03-30,"nb",79151,12226,NA,NA,NA,693386,783721,"NB","data",704570,66925
"1800",2021-03-31,"nb",83030,12225,NA,NA,NA,693386,783721,"NB","data",700691,70805
"1801",2021-04-01,"nb",88568,12230,NA,NA,NA,693386,783721,"NB","data",695153,76338
"1802",2021-04-02,"nb",98696,12244,NA,NA,NA,693386,783721,"NB","data",685025,86452
"1803",2021-04-03,"nb",104635,12250,NA,NA,NA,693386,783721,"NB","data",679086,92385
"1804",2021-04-04,"nb",108419,12254,NA,NA,NA,693386,783721,"NB","data",675302,96165
"1805",2021-04-05,"nb",109973,12256,NA,NA,NA,693386,783721,"NB","data",673748,97717
"1806",2021-04-06,"nb",111865,12257,NA,NA,NA,693386,783721,"NB","data",671856,99608
"1807",2021-04-07,"nb",116108,13209,NA,NA,NA,693386,783721,"NB","data",667613,102899
"1808",2021-04-08,"nb",121468,14334,NA,NA,NA,693386,783721,"NB","data",662253,107134
"1809",2021-04-09,"nb",127639,15219,NA,NA,NA,693386,783721,"NB","data",656082,112420
"1810",2021-04-10,"nb",134547,15559,NA,NA,NA,693386,783721,"NB","data",649174,118988
"1811",2021-04-11,"nb",135815,15771,NA,NA,NA,693386,783721,"NB","data",647906,120044
"1812",2021-04-12,"nb",136494,15771,NA,NA,NA,693386,783721,"NB","data",647227,120723
"1813",2021-04-13,"nb",145756,15907,NA,NA,NA,693386,783721,"NB","data",637965,129849
"1814",2021-04-14,"nb",150895,16252,NA,NA,NA,693386,783721,"NB","data",632826,134643
"1815",2021-04-15,"nb",157376,16858,NA,NA,NA,693386,783721,"NB","data",626345,140518
"1816",2021-04-16,"nb",165364,17160,NA,NA,NA,693386,783721,"NB","data",618357,148204
"1817",2021-04-17,"nb",172559,17901,NA,NA,NA,693386,783721,"NB","data",611162,154658
"1818",2021-04-18,"nb",178578,18514,NA,NA,NA,693386,783721,"NB","data",605143,160064
"1819",2021-04-19,"nb",181775,18812,NA,NA,NA,693386,783721,"NB","data",601946,162963
"1820",2021-04-20,"nb",185548,19028,NA,NA,NA,693386,783721,"NB","data",598173,166520
"1821",2021-04-21,"nb",190744,20386,NA,NA,NA,693386,783721,"NB","data",592977,170358
"1822",2021-04-22,"nb",196931,22008,NA,NA,NA,693386,783721,"NB","data",586790,174923
"1823",2021-04-23,"nb",204822,23182,NA,NA,NA,693386,783721,"NB","data",578899,181640
"1824",2021-04-24,"nb",213405,23548,NA,NA,NA,693386,783721,"NB","data",570316,189857
"1825",2021-04-25,"nb",218505,23907,NA,NA,NA,693386,783721,"NB","data",565216,194598
"1826",2021-04-26,"nb",220377,24096,NA,NA,NA,693386,783721,"NB","data",563344,196281
"1827",2021-04-27,"nb",223981,24583,NA,NA,NA,693386,783721,"NB","data",559740,199398
"1828",2021-04-28,"nb",227657,25222,NA,NA,NA,693386,783721,"NB","data",556064,202435
"1829",2021-04-29,"nb",231169,25888,NA,NA,NA,693386,783721,"NB","data",552552,205281
"1830",2021-04-30,"nb",235878,26261,NA,NA,NA,693386,783721,"NB","data",547843,209617
"1831",2021-05-01,"nb",240924,26738,NA,NA,NA,693386,783721,"NB","data",542797,214186
"1832",2021-05-02,"nb",243578,26912,NA,NA,NA,693386,783721,"NB","data",540143,216666
"1833",2021-05-03,"nb",244876,27015,NA,NA,NA,693386,783721,"NB","data",538845,217861
"1834",2021-05-04,"nb",247676,27680,NA,NA,NA,693386,783721,"NB","data",536045,219996
"1835",2021-05-05,"nb",251071,28188,NA,NA,NA,693386,783721,"NB","data",532650,222883
"1836",2021-05-06,"nb",256153,28847,NA,NA,NA,693386,783721,"NB","data",527568,227306
"1837",2021-05-07,"nb",264074,29476,NA,NA,NA,693386,783721,"NB","data",519647,234598
"1838",2021-05-08,"nb",272574,29688,NA,NA,NA,693386,783721,"NB","data",511147,242886
"1839",2021-05-09,"nb",278527,29688,NA,NA,NA,693386,783721,"NB","data",505194,248839
"1840",2021-05-10,"nb",278811,29886,NA,NA,NA,693386,783721,"NB","data",504910,248925
"1841",2021-05-11,"nb",281966,30094,NA,NA,NA,693386,783721,"NB","data",501755,251872
"1842",2021-05-12,"nb",287609,30889,NA,NA,NA,693386,783721,"NB","data",496112,256720
"1843",2021-05-13,"nb",296332,31301,NA,NA,NA,693386,783721,"NB","data",487389,265031
"1844",2021-05-14,"nb",305997,32130,NA,NA,NA,693386,783721,"NB","data",477724,273867
"1845",2021-05-15,"nb",316938,32724,NA,NA,NA,693386,783721,"NB","data",466783,284214
"1846",2021-05-16,"nb",322616,32838,NA,NA,NA,693386,783721,"NB","data",461105,289778
"1847",2021-05-17,"nb",324056,32857,NA,NA,NA,693386,783721,"NB","data",459665,291199
"1848",2021-05-18,"nb",330100,33242,NA,NA,NA,693386,783721,"NB","data",453621,296858
"1849",2021-05-19,"nb",339385,33924,NA,NA,NA,693386,783721,"NB","data",444336,305461
"1850",2021-05-20,"nb",351205,34753,NA,NA,NA,693386,783721,"NB","data",432516,316452
"1851",2021-05-21,"nb",364386,35323,NA,NA,NA,693386,783721,"NB","data",419335,329063
