"","date","province","at_least_1_dose","double_dose","firstJabs","secondJabs","jabs","eligible_population","population","type","unvaccinated_population","partially_dose"
"1",2020-12-02,"ab",0,0,NA,NA,NA,3761125,4444277,"data",4444277,0
"2",2020-12-03,"ab",0,0,NA,NA,NA,3761125,4444277,"data",4444277,0
"3",2020-12-04,"ab",0,0,NA,NA,NA,3761125,4444277,"data",4444277,0
"4",2020-12-05,"ab",0,0,NA,NA,NA,3761125,4444277,"data",4444277,0
"5",2020-12-06,"ab",0,0,NA,NA,NA,3761125,4444277,"data",4444277,0
"6",2020-12-07,"ab",0,0,NA,NA,NA,3761125,4444277,"data",4444277,0
"7",2020-12-08,"ab",0,0,NA,NA,NA,3761125,4444277,"data",4444277,0
"8",2020-12-09,"ab",0,0,NA,NA,NA,3761125,4444277,"data",4444277,0
"9",2020-12-10,"ab",0,0,NA,NA,NA,3761125,4444277,"data",4444277,0
"10",2020-12-11,"ab",0,0,NA,NA,NA,3761125,4444277,"data",4444277,0
"11",2020-12-12,"ab",0,0,NA,NA,NA,3761125,4444277,"data",4444277,0
"12",2020-12-13,"ab",0,0,NA,NA,NA,3761125,4444277,"data",4444277,0
"13",2020-12-14,"ab",0,0,NA,NA,NA,3761125,4444277,"data",4444277,0
"14",2020-12-15,"ab",0,0,NA,NA,NA,3761125,4444277,"data",4444277,0
"15",2020-12-16,"ab",0,0,NA,NA,NA,3761125,4444277,"data",4444277,0
"16",2020-12-17,"ab",394,0,NA,NA,NA,3761125,4444277,"data",4443883,394
"17",2020-12-18,"ab",394,0,NA,NA,NA,3761125,4444277,"data",4443883,394
"18",2020-12-19,"ab",394,0,NA,NA,NA,3761125,4444277,"data",4443883,394
"19",2020-12-20,"ab",394,0,NA,NA,NA,3761125,4444277,"data",4443883,394
"20",2020-12-21,"ab",2148,0,NA,NA,NA,3761125,4444277,"data",4442129,2148
"21",2020-12-22,"ab",3074,0,NA,NA,NA,3761125,4444277,"data",4441203,3074
"22",2020-12-23,"ab",3636,0,NA,NA,NA,3761125,4444277,"data",4440641,3636
"23",2020-12-24,"ab",4711,0,NA,NA,NA,3761125,4444277,"data",4439566,4711
"24",2020-12-25,"ab",4711,0,NA,NA,NA,3761125,4444277,"data",4439566,4711
"25",2020-12-26,"ab",4711,0,NA,NA,NA,3761125,4444277,"data",4439566,4711
"26",2020-12-27,"ab",4711,0,NA,NA,NA,3761125,4444277,"data",4439566,4711
"27",2020-12-28,"ab",6016,0,NA,NA,NA,3761125,4444277,"data",4438261,6016
"28",2020-12-29,"ab",6502,0,NA,NA,NA,3761125,4444277,"data",4437775,6502
"29",2020-12-30,"ab",8544,0,NA,NA,NA,3761125,4444277,"data",4435733,8544
"30",2020-12-31,"ab",11102,0,NA,NA,NA,3761125,4444277,"data",4433175,11102
"31",2021-01-01,"ab",14244,0,NA,NA,NA,3761125,4444277,"data",4430033,14244
"32",2021-01-02,"ab",14244,0,NA,NA,NA,3761125,4444277,"data",4430033,14244
"33",2021-01-03,"ab",14244,0,NA,NA,NA,3761125,4444277,"data",4430033,14244
"34",2021-01-04,"ab",22861,0,NA,NA,NA,3761125,4444277,"data",4421416,22861
"35",2021-01-05,"ab",26269,0,NA,NA,NA,3761125,4444277,"data",4418008,26269
"36",2021-01-06,"ab",30033,0,NA,NA,NA,3761125,4444277,"data",4414244,30033
"37",2021-01-07,"ab",33864,0,NA,NA,NA,3761125,4444277,"data",4410413,33864
"38",2021-01-08,"ab",37686,0,NA,NA,NA,3761125,4444277,"data",4406591,37686
"39",2021-01-09,"ab",42333,0,NA,NA,NA,3761125,4444277,"data",4401944,42333
"40",2021-01-10,"ab",44994,0,NA,NA,NA,3761125,4444277,"data",4399283,44994
"41",2021-01-11,"ab",46791,0,NA,NA,NA,3761125,4444277,"data",4397486,46791
"42",2021-01-12,"ab",52318,0,NA,NA,NA,3761125,4444277,"data",4391959,52318
"43",2021-01-13,"ab",58144,0,NA,NA,NA,3761125,4444277,"data",4386133,58144
"44",2021-01-14,"ab",66953,0,NA,NA,NA,3761125,4444277,"data",4377324,66953
"45",2021-01-15,"ab",74110,0,NA,NA,NA,3761125,4444277,"data",4370167,74110
"46",2021-01-16,"ab",81561,0,NA,NA,NA,3761125,4444277,"data",4362716,81561
"47",2021-01-17,"ab",85935,0,NA,NA,NA,3761125,4444277,"data",4358342,85935
"48",2021-01-18,"ab",89814,0,NA,NA,NA,3761125,4444277,"data",4354463,89814
"49",2021-01-19,"ab",92315,0,NA,NA,NA,3761125,4444277,"data",4351962,92315
"50",2021-01-20,"ab",87971,7272,NA,NA,NA,3761125,4444277,"data",4356306,80699
"51",2021-01-21,"ab",89234,7272,NA,NA,NA,3761125,4444277,"data",4355043,81962
"52",2021-01-22,"ab",90513,7272,NA,NA,NA,3761125,4444277,"data",4353764,83241
"53",2021-01-23,"ab",91535,7272,NA,NA,NA,3761125,4444277,"data",4352742,84263
"54",2021-01-24,"ab",91775,7272,NA,NA,NA,3761125,4444277,"data",4352502,84503
"55",2021-01-25,"ab",89577,9876,NA,NA,NA,3761125,4444277,"data",4354700,79701
"56",2021-01-26,"ab",89640,10174,NA,NA,NA,3761125,4444277,"data",4354637,79466
"57",2021-01-27,"ab",89761,11362,NA,NA,NA,3761125,4444277,"data",4354516,78399
"58",2021-01-28,"ab",89852,12672,NA,NA,NA,3761125,4444277,"data",4354425,77180
"59",2021-01-29,"ab",89975,14352,NA,NA,NA,3761125,4444277,"data",4354302,75623
"60",2021-01-30,"ab",90104,15648,NA,NA,NA,3761125,4444277,"data",4354173,74456
"61",2021-01-31,"ab",90136,16118,NA,NA,NA,3761125,4444277,"data",4354141,74018
"62",2021-02-01,"ab",90138,16209,NA,NA,NA,3761125,4444277,"data",4354139,73929
"63",2021-02-02,"ab",90247,17191,NA,NA,NA,3761125,4444277,"data",4354030,73056
"64",2021-02-03,"ab",90371,18970,NA,NA,NA,3761125,4444277,"data",4353906,71401
"65",2021-02-04,"ab",90594,21794,NA,NA,NA,3761125,4444277,"data",4353683,68800
"66",2021-02-05,"ab",90798,23268,NA,NA,NA,3761125,4444277,"data",4353479,67530
"67",2021-02-06,"ab",91176,25540,NA,NA,NA,3761125,4444277,"data",4353101,65636
"68",2021-02-07,"ab",91336,27048,NA,NA,NA,3761125,4444277,"data",4352941,64288
"69",2021-02-08,"ab",91366,28991,NA,NA,NA,3761125,4444277,"data",4352911,62375
"70",2021-02-09,"ab",91635,32690,NA,NA,NA,3761125,4444277,"data",4352642,58945
"71",2021-02-10,"ab",92453,36999,NA,NA,NA,3761125,4444277,"data",4351824,55454
"72",2021-02-11,"ab",93413,42162,NA,NA,NA,3761125,4444277,"data",4350864,51251
"73",2021-02-12,"ab",94479,45910,NA,NA,NA,3761125,4444277,"data",4349798,48569
"74",2021-02-13,"ab",94948,49166,NA,NA,NA,3761125,4444277,"data",4349329,45782
"75",2021-02-14,"ab",94986,50855,NA,NA,NA,3761125,4444277,"data",4349291,44131
"76",2021-02-15,"ab",94992,51611,NA,NA,NA,3761125,4444277,"data",4349285,43381
"77",2021-02-16,"ab",95114,54024,NA,NA,NA,3761125,4444277,"data",4349163,41090
"78",2021-02-17,"ab",95462,56594,NA,NA,NA,3761125,4444277,"data",4348815,38868
"79",2021-02-18,"ab",96858,58674,NA,NA,NA,3761125,4444277,"data",4347419,38184
"80",2021-02-19,"ab",98904,61519,NA,NA,NA,3761125,4444277,"data",4345373,37385
"81",2021-02-20,"ab",101645,63882,NA,NA,NA,3761125,4444277,"data",4342632,37763
"82",2021-02-21,"ab",103084,66357,NA,NA,NA,3761125,4444277,"data",4341193,36727
"83",2021-02-22,"ab",104177,69362,NA,NA,NA,3761125,4444277,"data",4340100,34815
"84",2021-02-23,"ab",107037,73718,NA,NA,NA,3761125,4444277,"data",4337240,33319
"85",2021-02-24,"ab",109218,77354,NA,NA,NA,3761125,4444277,"data",4335059,31864
"86",2021-02-25,"ab",114952,80620,NA,NA,NA,3761125,4444277,"data",4329325,34332
"87",2021-02-26,"ab",124311,82989,NA,NA,NA,3761125,4444277,"data",4319966,41322
"88",2021-02-27,"ab",133254,85442,NA,NA,NA,3761125,4444277,"data",4311023,47812
"89",2021-02-28,"ab",139983,87695,NA,NA,NA,3761125,4444277,"data",4304294,52288
"90",2021-03-01,"ab",147363,88145,NA,NA,NA,3761125,4444277,"data",4296914,59218
"91",2021-03-02,"ab",156515,88539,NA,NA,NA,3761125,4444277,"data",4287762,67976
"92",2021-03-03,"ab",166189,89094,NA,NA,NA,3761125,4444277,"data",4278088,77095
"93",2021-03-04,"ab",176445,89786,NA,NA,NA,3761125,4444277,"data",4267832,86659
"94",2021-03-05,"ab",185233,90486,NA,NA,NA,3761125,4444277,"data",4259044,94747
"95",2021-03-06,"ab",191850,90824,NA,NA,NA,3761125,4444277,"data",4252427,101026
"96",2021-03-07,"ab",199454,90937,NA,NA,NA,3761125,4444277,"data",4244823,108517
"97",2021-03-08,"ab",206665,91027,NA,NA,NA,3761125,4444277,"data",4237612,115638
"98",2021-03-09,"ab",212685,91138,NA,NA,NA,3761125,4444277,"data",4231592,121547
"99",2021-03-10,"ab",217703,91259,NA,NA,NA,3761125,4444277,"data",4226574,126444
"100",2021-03-11,"ab",226208,91366,NA,NA,NA,3761125,4444277,"data",4218069,134842
"101",2021-03-12,"ab",241909,91470,NA,NA,NA,3761125,4444277,"data",4202368,150439
"102",2021-03-13,"ab",254615,91520,NA,NA,NA,3761125,4444277,"data",4189662,163095
"103",2021-03-14,"ab",266445,91538,NA,NA,NA,3761125,4444277,"data",4177832,174907
"104",2021-03-15,"ab",276531,91593,NA,NA,NA,3761125,4444277,"data",4167746,184938
"105",2021-03-16,"ab",288014,91868,NA,NA,NA,3761125,4444277,"data",4156263,196146
"106",2021-03-17,"ab",305411,92081,NA,NA,NA,3761125,4444277,"data",4138866,213330
"107",2021-03-18,"ab",326285,92378,NA,NA,NA,3761125,4444277,"data",4117992,233907
"108",2021-03-19,"ab",346134,92935,NA,NA,NA,3761125,4444277,"data",4098143,253199
"109",2021-03-20,"ab",359755,92935,NA,NA,NA,3761125,4444277,"data",4084522,266820
"110",2021-03-21,"ab",366620,93236,NA,NA,NA,3761125,4444277,"data",4077657,273384
"111",2021-03-22,"ab",394079,93414,NA,NA,NA,3761125,4444277,"data",4050198,300665
"112",2021-03-23,"ab",403599,93681,NA,NA,NA,3761125,4444277,"data",4040678,309918
"113",2021-03-24,"ab",418338,93910,NA,NA,NA,3761125,4444277,"data",4025939,324428
"114",2021-03-25,"ab",437824,94347,NA,NA,NA,3761125,4444277,"data",4006453,343477
"115",2021-03-26,"ab",463816,94947,NA,NA,NA,3761125,4444277,"data",3980461,368869
"116",2021-03-27,"ab",481771,95452,NA,NA,NA,3761125,4444277,"data",3962506,386319
"117",2021-03-28,"ab",498276,96447,NA,NA,NA,3761125,4444277,"data",3946001,401829
"118",2021-03-29,"ab",510741,97561,NA,NA,NA,3761125,4444277,"data",3933536,413180
"119",2021-03-30,"ab",520631,99378,NA,NA,NA,3761125,4444277,"data",3923646,421253
"120",2021-03-31,"ab",533699,101298,NA,NA,NA,3761125,4444277,"data",3910578,432401
"121",2021-04-01,"ab",549084,103926,NA,NA,NA,3761125,4444277,"data",3895193,445158
"122",2021-04-02,"ab",549084,103926,NA,NA,NA,3761125,4444277,"data",3895193,445158
"123",2021-04-03,"ab",549084,103926,NA,NA,NA,3761125,4444277,"data",3895193,445158
"124",2021-04-04,"ab",549084,103926,NA,NA,NA,3761125,4444277,"data",3895193,445158
"125",2021-04-05,"ab",591284,116198,NA,NA,NA,3761125,4444277,"data",3852993,475086
"126",2021-04-06,"ab",611131,123272,NA,NA,NA,3761125,4444277,"data",3833146,487859
"127",2021-04-07,"ab",622430,133401,NA,NA,NA,3761125,4444277,"data",3821847,489029
"128",2021-04-08,"ab",636192,143625,NA,NA,NA,3761125,4444277,"data",3808085,492567
"129",2021-04-09,"ab",664672,154017,NA,NA,NA,3761125,4444277,"data",3779605,510655
"130",2021-04-10,"ab",684098,163532,NA,NA,NA,3761125,4444277,"data",3760179,520566
"131",2021-04-11,"ab",684098,163532,NA,NA,NA,3761125,4444277,"data",3760179,520566
"132",2021-04-12,"ab",755317,176941,NA,NA,NA,3761125,4444277,"data",3688960,578376
"133",2021-04-13,"ab",784116,186156,NA,NA,NA,3761125,4444277,"data",3660161,597960
"134",2021-04-14,"ab",810111,194012,NA,NA,NA,3761125,4444277,"data",3634166,616099
"135",2021-04-15,"ab",840729,202841,NA,NA,NA,3761125,4444277,"data",3603548,637888
"136",2021-04-16,"ab",879550,202841,NA,NA,NA,3761125,4444277,"data",3564727,676709
"137",2021-04-17,"ab",901429,220472,NA,NA,NA,3761125,4444277,"data",3542848,680957
"138",2021-04-18,"ab",926576,220472,NA,NA,NA,3761125,4444277,"data",3517701,706104
"139",2021-04-19,"ab",931883,233340,NA,NA,NA,3761125,4444277,"data",3512394,698543
"140",2021-04-20,"ab",957151,239277,NA,NA,NA,3761125,4444277,"data",3487126,717874
"141",2021-04-21,"ab",988398,244527,NA,NA,NA,3761125,4444277,"data",3455879,743871
"142",2021-04-22,"ab",1022865,252422,NA,NA,NA,3761125,4444277,"data",3421412,770443
"143",2021-04-23,"ab",1059606,260231,NA,NA,NA,3761125,4444277,"data",3384671,799375
"144",2021-04-24,"ab",1094170,267195,NA,NA,NA,3761125,4444277,"data",3350107,826975
"145",2021-04-25,"ab",1127183,271490,NA,NA,NA,3761125,4444277,"data",3317094,855693
"146",2021-04-26,"ab",1144899,274289,NA,NA,NA,3761125,4444277,"data",3299378,870610
"147",2021-04-27,"ab",1183915,284870,NA,NA,NA,3761125,4444277,"data",3260362,899045
"148",2021-04-28,"ab",1208661,288595,NA,NA,NA,3761125,4444277,"data",3235616,920066
"149",2021-04-29,"ab",1235804,292765,NA,NA,NA,3761125,4444277,"data",3208473,943039
"150",2021-04-30,"ab",1266423,296290,NA,NA,NA,3761125,4444277,"data",3177854,970133
"151",2021-05-01,"ab",1297737,299929,NA,NA,NA,3761125,4444277,"data",3146540,997808
"152",2021-05-02,"ab",1320551,300755,NA,NA,NA,3761125,4444277,"data",3123726,1019796
"153",2021-05-03,"ab",1338905,301398,NA,NA,NA,3761125,4444277,"data",3105372,1037507
"154",2021-05-04,"ab",1364946,303509,NA,NA,NA,3761125,4444277,"data",3079331,1061437
"155",2021-05-05,"ab",1389164,305511,NA,NA,NA,3761125,4444277,"data",3055113,1083653
"156",2021-05-06,"ab",1424555,308027,NA,NA,NA,3761125,4444277,"data",3019722,1116528
"157",2021-05-07,"ab",1480404,311908,NA,NA,NA,3761125,4444277,"data",2963873,1168496
"158",2021-05-08,"ab",1532050,314504,NA,NA,NA,3761125,4444277,"data",2912227,1217546
"159",2021-05-09,"ab",1572682,316357,NA,NA,NA,3761125,4444277,"data",2871595,1256325
"160",2021-05-10,"ab",1598116,318841,NA,NA,NA,3761125,4444277,"data",2846161,1279275
"161",2021-05-11,"ab",1627225,319779,NA,NA,NA,3761125,4444277,"data",2817052,1307446
"162",2021-05-12,"ab",1654590,320751,NA,NA,NA,3761125,4444277,"data",2789687,1333839
"163",2021-05-13,"ab",1697466,322247,NA,NA,NA,3761125,4444277,"data",2746811,1375219
"164",2021-05-14,"ab",1761180,325409,NA,NA,NA,3761125,4444277,"data",2683097,1435771
"165",2021-05-15,"ab",1817217,327063,NA,NA,NA,3761125,4444277,"data",2627060,1490154
"166",2021-05-16,"ab",1861585,328414,NA,NA,NA,3761125,4444277,"data",2582692,1533171
"167",2021-05-17,"ab",1887833,329613,NA,NA,NA,3761125,4444277,"data",2556444,1558220
"168",2021-05-18,"ab",1913367,330602,NA,NA,NA,3761125,4444277,"data",2530910,1582765
"169",2021-05-19,"ab",1939679,332276,NA,NA,NA,3761125,4444277,"data",2504598,1607403
"170",2021-05-20,"ab",1977339,335482,NA,NA,NA,3761125,4444277,"data",2466938,1641857
"171",2021-05-21,"ab",2060322,341610,NA,NA,NA,3761125,4444277,"data",2383955,1718712
"172",2021-05-22,"ab",2113849,347008,NA,NA,NA,3761125,4444277,"data",2330428,1766841
"173",2021-05-23,"ab",2155378,351541,NA,NA,NA,3761125,4444277,"data",2288899,1803837
"174",2021-05-24,"ab",2178851,353292,NA,NA,NA,3761125,4444277,"data",2265426,1825559
"175",2021-05-25,"ab",2197855,354462,NA,NA,NA,3761125,4444277,"data",2246422,1843393
"176",2021-05-26,"ab",2220614,357963,NA,NA,NA,3761125,4444277,"data",2223663,1862651
"177",2021-05-27,"ab",2251821,363926,NA,NA,NA,3761125,4444277,"data",2192456,1887895
"178",2021-05-28,"ab",2296416,372151,NA,NA,NA,3761125,4444277,"data",2147861,1924265
"179",2021-05-29,"ab",2339672,381015,NA,NA,NA,3761125,4444277,"data",2104605,1958657
"180",2021-05-30,"ab",2371529,388200,NA,NA,NA,3761125,4444277,"data",2072748,1983329
"181",2021-05-31,"ab",2390255,391175,NA,NA,NA,3761125,4444277,"data",2054022,1999080
"182",2021-06-01,"ab",2413959,397209,NA,NA,NA,3761125,4444277,"data",2030318,2016750
"183",2021-06-02,"ab",2435067,406712,NA,NA,NA,3761125,4444277,"data",2009210,2028355
"184",2021-06-03,"ab",2458516,429489,NA,NA,NA,3761125,4444277,"data",1985761,2029027
"185",2021-06-04,"ab",2485658,466269,NA,NA,NA,3761125,4444277,"data",1958619,2019389
"186",2021-06-05,"ab",2510722,502833,NA,NA,NA,3761125,4444277,"data",1933555,2007889
"187",2021-06-06,"ab",2528160,529502,NA,NA,NA,3761125,4444277,"data",1916117,1998658
"188",2021-06-07,"ab",2538266,545853,NA,NA,NA,3761125,4444277,"data",1906011,1992413
"189",2021-06-08,"ab",2550015,573211,NA,NA,NA,3761125,4444277,"data",1894262,1976804
"190",2021-06-09,"ab",2559723,598139,NA,NA,NA,3761125,4444277,"data",1884554,1961584
"191",2021-06-10,"ab",2580370,634774,NA,NA,NA,3761125,4444277,"data",1863907,1945596
"192",2021-06-11,"ab",2594909,678541,NA,NA,NA,3761125,4444277,"data",1849368,1916368
"193",2021-06-12,"ab",2607713,729137,NA,NA,NA,3761125,4444277,"data",1836564,1878576
"194",2021-06-13,"ab",2616440,767586,NA,NA,NA,3761125,4444277,"data",1827837,1848854
"195",2021-06-14,"ab",2620395,792356,NA,NA,NA,3761125,4444277,"data",1823882,1828039
"196",2021-06-15,"ab",2643794,836613,NA,NA,NA,3761125,4444277,"data",1800483,1807181
"197",2021-06-16,"ab",2654840,878594,NA,NA,NA,3761125,4444277,"data",1789437,1776246
"198",2021-06-17,"ab",2661130,922276,NA,NA,NA,3761125,4444277,"data",1783147,1738854
"199",2021-06-18,"ab",2671564,983186,NA,NA,NA,3761125,4444277,"data",1772713,1688378
"200",2021-06-19,"ab",2680679,1040740,NA,NA,NA,3761125,4444277,"data",1763598,1639939
"201",2021-06-20,"ab",2687905,1087769,NA,NA,NA,3761125,4444277,"data",1756372,1600136
"202",2021-06-21,"ab",2691359,1113341,NA,NA,NA,3761125,4444277,"data",1752918,1578018
"203",2021-06-22,"ab",2697234,1156974,NA,NA,NA,3761125,4444277,"data",1747043,1540260
"204",2021-06-23,"ab",2702372,1200866,NA,NA,NA,3761125,4444277,"data",1741905,1501506
"205",2021-06-24,"ab",2708245,1255174,NA,NA,NA,3761125,4444277,"data",1736032,1453071
"206",2021-06-25,"ab",2714651,1307433,NA,NA,NA,3761125,4444277,"data",1729626,1407218
"207",2021-06-26,"ab",2714651,1307433,NA,NA,NA,3761125,4444277,"data",1729626,1407218
"208",2021-06-27,"ab",2714651,1307433,NA,NA,NA,3761125,4444277,"data",1729626,1407218
"209",2021-06-28,"ab",2729505,1468958,NA,NA,NA,3761125,4444277,"data",1714772,1260547
"210",2021-06-29,"ab",2734033,1532375,NA,NA,NA,3761125,4444277,"data",1710244,1201658
"211",2021-06-30,"ab",2739483,1593400,NA,NA,NA,3761125,4444277,"data",1704794,1146083
"212",2021-07-01,"ab",2739483,1593400,NA,NA,NA,3761125,4444277,"data",1704794,1146083
"213",2021-07-02,"ab",2747908,1685067,NA,NA,NA,3761125,4444277,"data",1696369,1062841
"214",2021-07-03,"ab",2747908,1685067,NA,NA,NA,3761125,4444277,"data",1696369,1062841
"215",2021-07-04,"ab",2747908,1685067,NA,NA,NA,3761125,4444277,"data",1696369,1062841
"216",2021-07-05,"ab",2759600,1819268,NA,NA,NA,3761125,4444277,"data",1684677,940332
"217",2021-07-06,"ab",2763981,1865718,NA,NA,NA,3761125,4444277,"data",1680296,898263
"218",2021-07-07,"ab",2768182,1905400,NA,NA,NA,3761125,4444277,"data",1676095,862782
"219",2021-07-08,"ab",2773313,1954653,NA,NA,NA,3761125,4444277,"data",1670964,818660
"220",2021-07-09,"ab",2778675,1998692,NA,NA,NA,3761125,4444277,"data",1665602,779983
"221",2021-07-10,"ab",2778675,1998692,NA,NA,NA,3761125,4444277,"data",1665602,779983
"222",2021-07-11,"ab",2778675,1998692,NA,NA,NA,3761125,4444277,"data",1665602,779983
"223",2021-07-12,"ab",2788643,2079950,NA,NA,NA,3761125,4444277,"data",1655634,708693
"224",2021-07-13,"ab",2792191,2102718,NA,NA,NA,3761125,4444277,"data",1652086,689473
"225",2021-07-14,"ab",2796022,2124395,NA,NA,NA,3761125,4444277,"data",1648255,671627
"226",2021-07-15,"ab",2799252,2147810,NA,NA,NA,3761125,4444277,"data",1645025,651442
"227",2021-07-16,"ab",2803192,2177629,NA,NA,NA,3761125,4444277,"data",1641085,625563
"228",2021-07-17,"ab",2803192,2177629,NA,NA,NA,3761125,4444277,"data",1641085,625563
"229",2021-07-18,"ab",2803192,2177629,NA,NA,NA,3761125,4444277,"data",1641085,625563
"230",2021-07-19,"ab",2811893,2244169,NA,NA,NA,3761125,4444277,"data",1632384,567724
"231",2021-07-20,"ab",2815197,2263438,NA,NA,NA,3761125,4444277,"data",1629080,551759
"232",2021-07-21,"ab",2818691,2281420,NA,NA,NA,3761125,4444277,"data",1625586,537271
"233",2021-07-22,"ab",2822412,2305939,NA,NA,NA,3761125,4444277,"data",1621865,516473
"234",2021-07-23,"ab",2826868,2331079,NA,NA,NA,3761125,4444277,"data",1617409,495789
"235",2021-07-24,"ab",2826868,2331079,NA,NA,NA,3761125,4444277,"data",1617409,495789
"236",2021-07-25,"ab",2826868,2331079,NA,NA,NA,3761125,4444277,"data",1617409,495789
"237",2021-07-26,"ab",2835849,2385526,NA,NA,NA,3761125,4444277,"data",1608428,450323
"238",2021-07-27,"ab",2839089,2401836,NA,NA,NA,3761125,4444277,"data",1605188,437253
"239",2021-07-28,"ab",2843034,2416999,NA,NA,NA,3761125,4444277,"data",1601243,426035
"240",2021-07-29,"ab",2846560,2430961,NA,NA,NA,3761125,4444277,"data",1597717,415599
"241",2021-07-30,"ab",2850071,2444290,NA,NA,NA,3761125,4444277,"data",1594206,405781
"242",2021-07-31,"ab",2850071,2444290,NA,NA,NA,3761125,4444277,"data",1594206,405781
"243",2021-08-01,"ab",2850071,2444290,NA,NA,NA,3761125,4444277,"data",1594206,405781
"244",2021-08-02,"ab",2850071,2444290,NA,NA,NA,3761125,4444277,"data",1594206,405781
"245",2021-08-03,"ab",2858654,2473169,NA,NA,NA,3761125,4444277,"data",1585623,385485
"246",2021-08-04,"ab",2862384,2482401,NA,NA,NA,3761125,4444277,"data",1581893,379983
"247",2021-08-05,"ab",2865018,2490236,NA,NA,NA,3761125,4444277,"data",1579259,374782
"248",2021-08-06,"ab",2867674,2497933,NA,NA,NA,3761125,4444277,"data",1576603,369741
"249",2021-08-07,"ab",2867674,2497933,NA,NA,NA,3761125,4444277,"data",1576603,369741
"250",2021-08-08,"ab",2867674,2497933,NA,NA,NA,3761125,4444277,"data",1576603,369741
"251",2021-08-09,"ab",2874086,2516133,NA,NA,NA,3761125,4444277,"data",1570191,357953
"252",2021-08-10,"ab",2876500,2522111,NA,NA,NA,3761125,4444277,"data",1567777,354389
"253",2021-08-11,"ab",2878850,2527502,NA,NA,NA,3761125,4444277,"data",1565427,351348
"254",2021-08-12,"ab",2881811,2533686,NA,NA,NA,3761125,4444277,"data",1562466,348125
"255",2021-08-13,"ab",2884360,2539474,NA,NA,NA,3761125,4444277,"data",1559917,344886
"256",2021-08-13,"ab",2883918.625,2538517.375,NA,NA,NA,3761125,4444277,"data",1560358.375,345401.25
"257",2021-08-14,"ab",2884360,2539474,NA,NA,NA,3761125,4444277,"data",1559917,344886
"258",2021-08-14,"ab",2885977.125,2543153.08032883,2058.5,4635.70532882679,6694.20532882679,3761125,4444277,"data",1558299.875,342824.044671173
"259",2021-08-15,"ab",2884360,2539474,NA,NA,NA,3761125,4444277,"data",1559917,344886
"260",2021-08-15,"ab",2888035.59011853,2547787.11032471,2058.46511852602,4634.02999587823,6692.49511440424,3761125,4444277,"data",1556241.40988147,340248.479793821
"261",2021-08-16,"ab",2890554,2553209,NA,NA,NA,3761125,4444277,"data",1553723,337345
"262",2021-08-16,"ab",2890094.02006841,2552419.4176965,2058.42994988617,4632.30737179844,6690.7373216846,3761125,4444277,"projection",1554182.97993159,337674.602371909
"263",2021-08-17,"ab",2890554,2553209,NA,NA,NA,3761125,4444277,"projection",1553723,337345
"264",2021-08-17,"ab",2892152.41455894,2557049.95315448,2058.39449052466,4630.5354579757,6688.92994850036,3761125,4444277,"projection",1552124.58544106,335102.461404458
"265",2021-08-18,"ab",2894210.77329576,2561678.66529753,2058.35873682611,4628.7121430533,6687.07087987941,3761125,4444277,"projection",1550066.22670424,332532.10799823
"266",2021-08-19,"ab",2896269.09598088,2566305.50049249,2058.32268511644,4626.83519495837,6685.15788007481,3761125,4444277,"projection",1548007.90401912,329963.595488389
"267",2021-08-20,"ab",2898327.38231254,2570930.40274474,2058.28633165918,4624.90225225082,6683.18858391,3761125,4444277,"projection",1545949.61768746,327396.979567797
"268",2021-08-21,"ab",2900385.63198519,2575553.31355947,2058.24967265548,4622.91081472393,6681.16048737941,3761125,4444277,"projection",1543891.36801481,324832.318425728
"269",2021-08-22,"ab",2902443.84468944,2580174.17179265,2058.21270424221,4620.85823318455,6679.07093742676,3761125,4444277,"projection",1541833.15531056,322269.672896786
"270",2021-08-23,"ab",2904502.02011193,2584792.91349098,2058.17542249151,4618.74169832561,6676.91712081712,3761125,4444277,"projection",1539774.97988807,319709.106620952
"271",2021-08-24,"ab",2906560.15793534,2589409.47171957,2058.137823408,4616.55822859704,6674.69605200505,3761125,4444277,"projection",1537716.84206466,317150.686215763
"272",2021-08-25,"ab",2908618.25783827,2594023.77637654,2058.09990292927,4614.30465697171,6672.40455990098,3761125,4444277,"projection",1535658.74216173,314594.481461721
"273",2021-08-26,"ab",2910676.31949519,2598635.75399303,2058.06165692257,4611.97761648567,6670.03927340824,3761125,4444277,"projection",1533600.68050481,312040.565502157
"274",2021-08-27,"ab",2912734.34257637,2603245.32751745,2058.02308118436,4609.57352442015,6667.59660560451,3761125,4444277,"projection",1531542.65742363,309489.015058922
"275",2021-08-28,"ab",2914792.32674781,2607852.41608243,2057.98417143803,4607.08856497752,6665.07273641555,3761125,4444277,"projection",1529484.67325219,306939.910665382
"276",2021-08-29,"ab",2916850.27167114,2612456.93475271,2057.94492333289,4604.51867028326,6662.46359361615,3761125,4444277,"projection",1527426.72832886,304393.336918432
"277",2021-08-30,"ab",2918908.17700359,2617058.79425223,2057.90533244377,4601.85949951969,6659.76483196346,3761125,4444277,"projection",1525368.82299641,301849.382751356
"278",2021-08-31,"ab",2920966.04239785,2621657.90066822,2057.86539426586,4599.10641598469,6656.97181025054,3761125,4444277,"projection",1523310.95760215,299308.141729637
"279",2021-09-01,"ab",2923023.86750207,2626254.15513004,2057.82510421658,4596.25446182629,6654.07956604287,3761125,4444277,"projection",1521253.13249793,296769.712372027
