"","date","province","at_least_1_dose","double_dose","firstJabs","secondJabs","jabs","eligible_population","population","type","unvaccinated_population","partially_dose"
"1924",2021-04-09,"nl",91628,9674,NA,NA,NA,467776,520286,"data",428658,81954
"1925",2021-04-10,"nl",95978,9674,NA,NA,NA,467776,520286,"data",424308,86304
"1926",2021-04-11,"nl",100373,9674,NA,NA,NA,467776,520286,"data",419913,90699
"1927",2021-04-12,"nl",102703,9674,NA,NA,NA,467776,520286,"data",417583,93029
"1928",2021-04-13,"nl",105724,9674,NA,NA,NA,467776,520286,"data",414562,96050
"1929",2021-04-14,"nl",108127,9674,NA,NA,NA,467776,520286,"data",412159,98453
"1930",2021-04-15,"nl",112575,9674,NA,NA,NA,467776,520286,"data",407711,102901
"1931",2021-04-16,"nl",115808,9674,NA,NA,NA,467776,520286,"data",404478,106134
"1932",2021-04-17,"nl",120450,9674,NA,NA,NA,467776,520286,"data",399836,110776
"1933",2021-04-18,"nl",122791,9674,NA,NA,NA,467776,520286,"data",397495,113117
"1934",2021-04-19,"nl",126675,9674,NA,NA,NA,467776,520286,"data",393611,117001
"1935",2021-04-20,"nl",128748,9674,NA,NA,NA,467776,520286,"data",391538,119074
"1936",2021-04-21,"nl",131360,9674,NA,NA,NA,467776,520286,"data",388926,121686
"1937",2021-04-22,"nl",135173,9674,NA,NA,NA,467776,520286,"data",385113,125499
"1938",2021-04-23,"nl",140948,9676,NA,NA,NA,467776,520286,"data",379338,131272
"1939",2021-04-24,"nl",140948,9676,NA,NA,NA,467776,520286,"data",379338,131272
"1940",2021-04-25,"nl",147422,9696,NA,NA,NA,467776,520286,"data",372864,137726
"1941",2021-04-26,"nl",155308,9476,NA,NA,NA,467776,520286,"data",364978,145832
"1942",2021-04-27,"nl",156372,9675,NA,NA,NA,467776,520286,"data",363914,146697
"1943",2021-04-28,"nl",157626,9676,NA,NA,NA,467776,520286,"data",362660,147950
"1944",2021-04-29,"nl",160402,9676,NA,NA,NA,467776,520286,"data",359884,150726
"1945",2021-04-30,"nl",163751,9676,NA,NA,NA,467776,520286,"data",356535,154075
"1946",2021-05-01,"nl",167714,9676,NA,NA,NA,467776,520286,"data",352572,158038
"1947",2021-05-02,"nl",170630,9676,NA,NA,NA,467776,520286,"data",349656,160954
"1948",2021-05-03,"nl",171977,9676,NA,NA,NA,467776,520286,"data",348309,162301
"1949",2021-05-04,"nl",175539,9676,NA,NA,NA,467776,520286,"data",344747,165863
"1950",2021-05-05,"nl",178528,9676,NA,NA,NA,467776,520286,"data",341758,168852
"1951",2021-05-06,"nl",181454,9676,NA,NA,NA,467776,520286,"data",338832,171778
"1952",2021-05-07,"nl",181454,9676,NA,NA,NA,467776,520286,"data",338832,171778
"1953",2021-05-08,"nl",190915,9676,NA,NA,NA,467776,520286,"data",329371,181239
"1954",2021-05-09,"nl",195546,6676,NA,NA,NA,467776,520286,"data",324740,188870
"1955",2021-05-10,"nl",196226,9676,NA,NA,NA,467776,520286,"data",324060,186550
"1956",2021-05-11,"nl",200062,9676,NA,NA,NA,467776,520286,"data",320224,190386
"1957",2021-05-12,"nl",203992,9686,NA,NA,NA,467776,520286,"data",316294,194306
"1958",2021-05-13,"nl",209971,9855,NA,NA,NA,467776,520286,"data",310315,200116
"1959",2021-05-14,"nl",215589,9870,NA,NA,NA,467776,520286,"data",304697,205719
"1960",2021-05-15,"nl",222340,9876,NA,NA,NA,467776,520286,"data",297946,212464
"1961",2021-05-16,"nl",225770,9881,NA,NA,NA,467776,520286,"data",294516,215889
"1962",2021-05-17,"nl",227900,9886,NA,NA,NA,467776,520286,"data",292386,218014
"1963",2021-05-18,"nl",231558,9968,NA,NA,NA,467776,520286,"data",288728,221590
"1964",2021-05-19,"nl",237738,9990,NA,NA,NA,467776,520286,"data",282548,227748
"1965",2021-05-20,"nl",243732,10058,NA,NA,NA,467776,520286,"data",276554,233674
"1966",2021-05-21,"nl",250598,10321,NA,NA,NA,467776,520286,"data",269688,240277
"1967",2021-05-22,"nl",253710,10321,NA,NA,NA,467776,520286,"data",266576,243389
"1968",2021-05-23,"nl",260190,10459,NA,NA,NA,467776,520286,"data",260096,249731
"1969",2021-05-24,"nl",262096,10466,NA,NA,NA,467776,520286,"data",258190,251630
"1970",2021-05-25,"nl",264457,10483,NA,NA,NA,467776,520286,"data",255829,253974
"1971",2021-05-26,"nl",269293,10593,NA,NA,NA,467776,520286,"data",250993,258700
"1972",2021-05-27,"nl",275155,10866,NA,NA,NA,467776,520286,"data",245131,264289
"1973",2021-05-28,"nl",280414,11161,NA,NA,NA,467776,520286,"data",239872,269253
"1974",2021-05-29,"nl",286472,11401,NA,NA,NA,467776,520286,"data",233814,275071
"1975",2021-05-30,"nl",289885,11446,NA,NA,NA,467776,520286,"data",230401,278439
"1976",2021-05-31,"nl",292048,11454,NA,NA,NA,467776,520286,"data",228238,280594
"1977",2021-06-01,"nl",296515,11737,NA,NA,NA,467776,520286,"data",223771,284778
"1978",2021-06-02,"nl",301122,12502,NA,NA,NA,467776,520286,"data",219164,288620
"1979",2021-06-03,"nl",305368,13190,NA,NA,NA,467776,520286,"data",214918,292178
"1980",2021-06-04,"nl",311051,13830,NA,NA,NA,467776,520286,"data",209235,297221
"1981",2021-06-05,"nl",315699,14404,NA,NA,NA,467776,520286,"data",204587,301295
"1982",2021-06-06,"nl",318238,17355,NA,NA,NA,467776,520286,"data",202048,300883
"1983",2021-06-07,"nl",320360,17355,NA,NA,NA,467776,520286,"data",199926,303005
"1984",2021-06-08,"nl",323659,17455,NA,NA,NA,467776,520286,"data",196627,306204
"1985",2021-06-09,"nl",327721,18022,NA,NA,NA,467776,520286,"data",192565,309699
"1986",2021-06-10,"nl",331377,19767,NA,NA,NA,467776,520286,"data",188909,311610
"1987",2021-06-11,"nl",337051,21654,NA,NA,NA,467776,520286,"data",183235,315397
"1988",2021-06-12,"nl",339540,23712,NA,NA,NA,467776,520286,"data",180746,315828
"1989",2021-06-13,"nl",343290,25870,NA,NA,NA,467776,520286,"data",176996,317420
"1990",2021-06-14,"nl",346138,27032,NA,NA,NA,467776,520286,"data",174148,319106
"1991",2021-06-15,"nl",349353,29561,NA,NA,NA,467776,520286,"data",170933,319792
"1992",2021-06-16,"nl",353137,33311,NA,NA,NA,467776,520286,"data",167149,319826
"1993",2021-06-17,"nl",357872,35526,NA,NA,NA,467776,520286,"data",162414,322346
"1994",2021-06-18,"nl",362719,41336,NA,NA,NA,467776,520286,"data",157567,321383
"1995",2021-06-19,"nl",362719,41336,NA,NA,NA,467776,520286,"data",157567,321383
"1996",2021-06-20,"nl",362719,41336,NA,NA,NA,467776,520286,"data",157567,321383
"1997",2021-06-21,"nl",367476,48374,NA,NA,NA,467776,520286,"data",152810,319102
"1998",2021-06-22,"nl",368861,50234,NA,NA,NA,467776,520286,"data",151425,318627
"1999",2021-06-23,"nl",370421,55419,NA,NA,NA,467776,520286,"data",149865,315002
"2000",2021-06-24,"nl",372244,61317,NA,NA,NA,467776,520286,"data",148042,310927
"2001",2021-06-25,"nl",373825,67867,NA,NA,NA,467776,520286,"data",146461,305958
"2002",2021-06-26,"nl",373825,67867,NA,NA,NA,467776,520286,"data",146461,305958
"2003",2021-06-27,"nl",373825,67867,NA,NA,NA,467776,520286,"data",146461,305958
"2004",2021-06-28,"nl",379993,80387,NA,NA,NA,467776,520286,"data",140293,299606
"2005",2021-06-29,"nl",381920,84278,NA,NA,NA,467776,520286,"data",138366,297642
"2006",2021-06-30,"nl",383851,91650,NA,NA,NA,467776,520286,"data",136435,292201
"2007",2021-07-01,"nl",383851,91650,NA,NA,NA,467776,520286,"data",136435,292201
"2008",2021-07-02,"nl",389038,100584,NA,NA,NA,467776,520286,"data",131248,288454
"2009",2021-07-03,"nl",389038,100584,NA,NA,NA,467776,520286,"data",131248,288454
"2010",2021-07-04,"nl",389038,100584,NA,NA,NA,467776,520286,"data",131248,288454
"2011",2021-07-05,"nl",389380,110502,NA,NA,NA,467776,520286,"data",130906,278878
"2012",2021-07-06,"nl",389498,116077,NA,NA,NA,467776,520286,"data",130788,273421
"2013",2021-07-07,"nl",390148,127461,NA,NA,NA,467776,520286,"data",130138,262687
"2014",2021-07-08,"nl",391195,135393,NA,NA,NA,467776,520286,"data",129091,255802
"2015",2021-07-09,"nl",392425,145174,NA,NA,NA,467776,520286,"data",127861,247251
"2016",2021-07-10,"nl",392425,145174,NA,NA,NA,467776,520286,"data",127861,247251
"2017",2021-07-11,"nl",392425,145174,NA,NA,NA,467776,520286,"data",127861,247251
"2018",2021-07-12,"nl",392425,145174,NA,NA,NA,467776,520286,"data",127861,247251
"2019",2021-07-13,"nl",393913,160487,NA,NA,NA,467776,520286,"data",126373,233426
"2020",2021-07-14,"nl",394867,170382,NA,NA,NA,467776,520286,"data",125419,224485
"2021",2021-07-15,"nl",395752,180680,NA,NA,NA,467776,520286,"data",124534,215072
"2022",2021-07-16,"nl",396504,186374,NA,NA,NA,467776,520286,"data",123782,210130
"2023",2021-07-17,"nl",396504,186374,NA,NA,NA,467776,520286,"data",123782,210130
"2024",2021-07-18,"nl",396504,186374,NA,NA,NA,467776,520286,"data",123782,210130
"2025",2021-07-19,"nl",397533,195980,NA,NA,NA,467776,520286,"data",122753,201553
"2026",2021-07-20,"nl",398093,201927,NA,NA,NA,467776,520286,"data",122193,196166
"2027",2021-07-21,"nl",398135,210490,NA,NA,NA,467776,520286,"data",122151,187645
"2028",2021-07-22,"nl",398537,218985,NA,NA,NA,467776,520286,"data",121749,179552
"2029",2021-07-23,"nl",398645,226357,NA,NA,NA,467776,520286,"data",121641,172288
"2030",2021-07-24,"nl",398645,226357,NA,NA,NA,467776,520286,"data",121641,172288
"2031",2021-07-25,"nl",398645,226357,NA,NA,NA,467776,520286,"data",121641,172288
"2032",2021-07-26,"nl",399524,236762,NA,NA,NA,467776,520286,"data",120762,162762
"2033",2021-07-27,"nl",400017,242407,NA,NA,NA,467776,520286,"data",120269,157610
"2034",2021-07-28,"nl",400754,247329,NA,NA,NA,467776,520286,"data",119532,153425
"2035",2021-07-29,"nl",400754,247329,NA,NA,NA,467776,520286,"data",119532,153425
"2036",2021-07-30,"nl",402571,260035,NA,NA,NA,467776,520286,"data",117715,142536
"2037",2021-07-31,"nl",402571,260035,NA,NA,NA,467776,520286,"data",117715,142536
"2038",2021-08-01,"nl",402571,260035,NA,NA,NA,467776,520286,"data",117715,142536
"2039",2021-08-02,"nl",403534,269833,NA,NA,NA,467776,520286,"data",116752,133701
"2040",2021-08-03,"nl",404217,274632,NA,NA,NA,467776,520286,"data",116069,129585
"2041",2021-08-04,"nl",404217,274632,NA,NA,NA,467776,520286,"data",116069,129585
"2042",2021-08-05,"nl",405696,285610,NA,NA,NA,467776,520286,"data",114590,120086
"2043",2021-08-06,"nl",406525,291870,NA,NA,NA,467776,520286,"data",113761,114655
"2044",2021-08-07,"nl",406525,291870,NA,NA,NA,467776,520286,"data",113761,114655
"2045",2021-08-08,"nl",406525,291870,NA,NA,NA,467776,520286,"data",113761,114655
"2046",2021-08-09,"nl",407546,300225,NA,NA,NA,467776,520286,"data",112740,107321
"2047",2021-08-10,"nl",408120,304116,NA,NA,NA,467776,520286,"data",112166,104004
"2048",2021-08-11,"nl",409055,310098,NA,NA,NA,467776,520286,"data",111231,98957
"2049",2021-08-12,"nl",409499,314538,NA,NA,NA,467776,520286,"data",110787,94961
"2050",2021-08-13,"nl",410940,319200,NA,NA,NA,467776,520286,"data",109346,91740
"2051",2021-08-13,"nl",410171.75,315594,NA,NA,NA,467776,520286,"data",110114.25,94577.75
"2052",2021-08-14,"nl",410940,319200,NA,NA,NA,467776,520286,"data",109346,91740
"2053",2021-08-14,"nl",410596,317966.310022004,424.25,2372.31002200354,2796.56002200354,467776,520286,"data",109690,92629.6899779965
"2054",2021-08-15,"nl",410940,319200,NA,NA,NA,467776,520286,"data",109346,91740
"2055",2021-08-15,"nl",411019.573069013,320336.432428815,423.57306901284,2370.12240681151,2793.69547582435,467776,520286,"data",109266.426930987,90683.1406401978
"2056",2021-08-16,"nl",410940,319200,NA,NA,NA,467776,520286,"data",109346,91740
"2057",2021-08-16,"nl",411442.415298557,322704.246969208,422.842229543836,2367.81454039318,2790.65676993702,467776,520286,"projection",108843.584701443,88738.1683293484
"2058",2021-08-17,"nl",410940,319200,NA,NA,NA,467776,520286,"projection",109346,91740
"2059",2021-08-17,"nl",411864.466181784,325069.623279136,422.05088322697,2365.37630992802,2787.42719315499,467776,520286,"projection",108421.533818216,86794.8429026474
"2060",2021-08-18,"nl",412285.657505921,327432.419719248,421.191324136918,2362.79644011141,2783.98776424833,467776,520286,"projection",108000.342494079,84853.2377866729
"2061",2021-08-19,"nl",412705.91200507,329792.482040305,420.254499148985,2360.06232105714,2780.31682020612,467776,520286,"projection",107580.08799493,82913.4299647647
"2062",2021-08-20,"nl",413125.141709073,332149.641844824,419.229704003257,2357.15980451903,2776.38950852229,467776,520286,"projection",107160.858290927,80975.499864249
"2063",2021-08-21,"nl",413543.245903313,334503.714806155,418.104194240354,2354.07296133152,2772.17715557187,467776,520286,"projection",106742.754096687,79039.5310971578
"2064",2021-08-22,"nl",413960.108585492,336854.49859721,416.862682178908,2350.78379105433,2767.64647323324,467776,520286,"projection",106325.891414508,77105.6099882824
"2065",2021-08-23,"nl",414375.595265013,339201.770469485,415.486679520865,2347.27187227574,2762.75855179661,467776,520286,"projection",105910.404734987,75173.8247955275
"2066",2021-08-24,"nl",414789.548893162,341545.284408125,413.953628149175,2343.51393864001,2757.46756678919,467776,520286,"projection",105496.451106838,73244.2644850367
"2067",2021-08-25,"nl",415201.784629425,343884.767769202,412.235736262926,2339.48336107703,2751.71909733996,467776,520286,"projection",105084.215370575,71317.0168602226
"2068",2021-08-26,"nl",415612.08302782,346219.917279603,410.298398394545,2335.1495104002,2745.44790879474,467776,520286,"projection",104673.91697218,69392.1657482169
"2069",2021-08-27,"nl",416020.181045965,348550.39424523,408.098018145654,2330.47696562723,2738.57498377288,467776,520286,"projection",104265.818954035,67469.7868007353
"2070",2021-08-28,"nl",416425.760004262,350875.818766063,405.578958296741,2325.42452083342,2731.00347913016,467776,520286,"projection",103860.239995738,65549.9412381987
"2071",2021-08-29,"nl",416828.429195463,353195.762691191,402.669191200577,2319.94392512739,2722.61311632796,467776,520286,"projection",103457.570804537,63632.6665042719
"2072",2021-08-30,"nl",417227.70316776,355509.740954411,399.273972296971,2313.97826321999,2713.25223551696,467776,520286,"projection",103058.29683224,61717.9622133488
"2073",2021-08-31,"nl",417622.969605185,357817.200796996,395.266437425918,2307.45984258514,2702.72628001106,467776,520286,"projection",102663.030394815,59805.7688081896
"2074",2021-09-01,"nl",418013.442898995,360117.508184746,390.473293809919,2300.30738775036,2690.78068156028,467776,520286,"projection",102272.557101005,57895.9347142492
"2075",2021-09-02,"nl",418398.095375692,362409.930419909,384.652476696589,2292.42223516275,2677.07471185934,467776,520286,"projection",101887.904624308,55988.164955783
"2076",2021-09-03,"nl",418775.552657657,364693.613459534,377.457281965064,2283.68303962459,2661.14032158966,467776,520286,"projection",101510.447342343,54081.9391981235
"2077",2021-09-04,"nl",419143.929761264,366967.551637723,368.377103607112,2273.93817818945,2642.31528179656,467776,520286,"projection",101142.070238736,52176.3781235411
"2078",2021-09-05,"nl",419500.566493786,369230.546067496,356.636732522282,2262.99442977295,2619.63116229523,467776,520286,"projection",100785.433506214,50270.0204262905
"2079",2021-09-06,"nl",419841.587923659,371481.145386227,341.021429872955,2250.59931873117,2591.62074860412,467776,520286,"projection",100444.412076341,48360.4425374322
"2080",2021-09-07,"nl",420161.16038859,373717.557482738,319.572464930476,2236.41209651117,2555.98456144164,467776,520286,"projection",100124.83961141,46443.6029058516
"2081",2021-09-08,"nl",420450.249810154,375937.510950576,289.089421563724,2219.95346783759,2509.04288940132,467776,520286,"projection",99835.7501898464,44512.7388595777
"2082",2021-09-09,"nl",420694.805174955,378138.026769308,244.555364801025,2200.51581873209,2445.07118353312,467776,520286,"projection",99591.1948250454,42556.7784056466
"2083",2021-09-10,"nl",420874.706592915,380315.040429158,179.901417960704,2177.01365985,2356.9150778107,467776,520286,"projection",99411.2934070847,40559.6661637573
"2084",2021-09-11,"nl",420971.332032999,382462.875056966,96.6254400840844,2147.83462780842,2244.46006789251,467776,520286,"projection",99314.6679670006,38508.456976033
"2085",2021-09-12,"nl",420996.836528473,384573.89238327,25.5044954741024,2111.01732630387,2136.52182177798,467776,520286,"projection",99289.1634715265,36422.9441452032
"2086",2021-09-13,"nl",420998.394483514,386638.343116058,1.55795504082926,2064.45073278801,2066.00868782884,467776,520286,"projection",99287.6055164857,34360.051367456
"2087",2021-09-14,"nl",420998.399999931,388643.053364474,0.00551641680067405,2004.71024841571,2004.71576483251,467776,520286,"projection",99287.6000000689,32355.3466354571
"2088",2021-09-15,"nl",420998.4,390569.080065904,6.89178705215454e-08,1926.02670142963,1926.02670149854,467776,520286,"projection",99287.6,30429.3199340964
"2089",2021-09-16,"nl",420998.4,392388.211438644,0,1819.13137274078,1819.13137274078,467776,520286,"projection",99287.6,28610.1885613556
"2090",2021-09-17,"nl",420998.4,394057.109197899,0,1668.89775925485,1668.89775925485,467776,520286,"projection",99287.6,26941.2908021008
"2091",2021-09-18,"nl",420998.4,395508.128767852,0,1451.01956995274,1451.01956995274,467776,520286,"projection",99287.6,25490.2712321481
"2092",2021-09-19,"nl",420998.4,396639.945789718,0,1131.81702186586,1131.81702186586,467776,520286,"projection",99287.6,24358.4542102822
"2093",2021-09-20,"nl",420998.4,397334.885658404,0,694.939868686371,694.939868686371,467776,520286,"projection",99287.6,23663.5143415958
"2094",2021-09-21,"nl",420998.4,397581.932045276,0,247.046386871312,247.046386871312,467776,520286,"projection",99287.6,23416.4679547245
"2095",2021-09-22,"nl",420998.4,397609.291397047,0,27.3593517719419,27.3593517719419,467776,520286,"projection",99287.6,23389.1086029526
"2096",2021-09-23,"nl",420998.4,397609.599961179,0,0.308564131904859,0.308564131904859,467776,520286,"projection",99287.6,23388.8000388207
"2097",2021-09-24,"nl",420998.4,397609.6,0,3.88206681236625e-05,3.88206681236625e-05,467776,520286,"projection",99287.6,23388.8
"2098",2021-09-25,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2099",2021-09-26,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2100",2021-09-27,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2101",2021-09-28,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2102",2021-09-29,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2103",2021-09-30,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2104",2021-10-01,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2105",2021-10-02,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2106",2021-10-03,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2107",2021-10-04,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2108",2021-10-05,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2109",2021-10-06,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2110",2021-10-07,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2111",2021-10-08,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2112",2021-10-09,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2113",2021-10-10,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2114",2021-10-11,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2115",2021-10-12,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2116",2021-10-13,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2117",2021-10-14,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2118",2021-10-15,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2119",2021-10-16,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2120",2021-10-17,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2121",2021-10-18,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2122",2021-10-19,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2123",2021-10-20,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2124",2021-10-21,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2125",2021-10-22,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2126",2021-10-23,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2127",2021-10-24,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2128",2021-10-25,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2129",2021-10-26,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2130",2021-10-27,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2131",2021-10-28,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2132",2021-10-29,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2133",2021-10-30,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2134",2021-10-31,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2135",2021-11-01,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2136",2021-11-02,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2137",2021-11-03,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2138",2021-11-04,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2139",2021-11-05,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2140",2021-11-06,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2141",2021-11-07,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2142",2021-11-08,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2143",2021-11-09,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2144",2021-11-10,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2145",2021-11-11,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2146",2021-11-12,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2147",2021-11-13,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2148",2021-11-14,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2149",2021-11-15,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2150",2021-11-16,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2151",2021-11-17,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2152",2021-11-18,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2153",2021-11-19,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2154",2021-11-20,"nl",420998.4,397609.6,0,0,0,467776,520286,"projection",99287.6,23388.8
"2155",2020-12-02,"ns",0,0,NA,NA,NA,871110,982326,"data",982326,0
"2156",2020-12-03,"ns",0,0,NA,NA,NA,871110,982326,"data",982326,0
"2157",2020-12-04,"ns",0,0,NA,NA,NA,871110,982326,"data",982326,0
"2158",2020-12-05,"ns",0,0,NA,NA,NA,871110,982326,"data",982326,0
"2159",2020-12-06,"ns",0,0,NA,NA,NA,871110,982326,"data",982326,0
"2160",2020-12-07,"ns",0,0,NA,NA,NA,871110,982326,"data",982326,0
"2161",2020-12-08,"ns",0,0,NA,NA,NA,871110,982326,"data",982326,0
"2162",2020-12-09,"ns",0,0,NA,NA,NA,871110,982326,"data",982326,0
"2163",2020-12-10,"ns",0,0,NA,NA,NA,871110,982326,"data",982326,0
"2164",2020-12-11,"ns",0,0,NA,NA,NA,871110,982326,"data",982326,0
"2165",2020-12-12,"ns",0,0,NA,NA,NA,871110,982326,"data",982326,0
"2166",2020-12-13,"ns",0,0,NA,NA,NA,871110,982326,"data",982326,0
"2167",2020-12-14,"ns",0,0,NA,NA,NA,871110,982326,"data",982326,0
"2168",2020-12-15,"ns",0,0,NA,NA,NA,871110,982326,"data",982326,0
"2169",2020-12-16,"ns",0,0,NA,NA,NA,871110,982326,"data",982326,0
"2170",2020-12-17,"ns",376,0,NA,NA,NA,871110,982326,"data",981950,376
"2171",2020-12-18,"ns",376,0,NA,NA,NA,871110,982326,"data",981950,376
"2172",2020-12-19,"ns",376,0,NA,NA,NA,871110,982326,"data",981950,376
"2173",2020-12-20,"ns",376,0,NA,NA,NA,871110,982326,"data",981950,376
"2174",2020-12-21,"ns",1463,0,NA,NA,NA,871110,982326,"data",980863,1463
"2175",2020-12-22,"ns",1463,0,NA,NA,NA,871110,982326,"data",980863,1463
"2176",2020-12-23,"ns",1463,0,NA,NA,NA,871110,982326,"data",980863,1463
"2177",2020-12-24,"ns",1463,0,NA,NA,NA,871110,982326,"data",980863,1463
"2178",2020-12-25,"ns",1463,0,NA,NA,NA,871110,982326,"data",980863,1463
"2179",2020-12-26,"ns",1463,0,NA,NA,NA,871110,982326,"data",980863,1463
"2180",2020-12-27,"ns",1463,0,NA,NA,NA,871110,982326,"data",980863,1463
"2181",2020-12-28,"ns",1463,0,NA,NA,NA,871110,982326,"data",980863,1463
"2182",2020-12-29,"ns",2290,0,NA,NA,NA,871110,982326,"data",980036,2290
"2183",2020-12-30,"ns",2596,0,NA,NA,NA,871110,982326,"data",979730,2596
"2184",2020-12-31,"ns",2596,0,NA,NA,NA,871110,982326,"data",979730,2596
"2185",2021-01-01,"ns",2596,0,NA,NA,NA,871110,982326,"data",979730,2596
"2186",2021-01-02,"ns",2596,0,NA,NA,NA,871110,982326,"data",979730,2596
"2187",2021-01-03,"ns",2596,0,NA,NA,NA,871110,982326,"data",979730,2596
"2188",2021-01-04,"ns",2720,0,NA,NA,NA,871110,982326,"data",979606,2720
"2189",2021-01-05,"ns",2720,0,NA,NA,NA,871110,982326,"data",979606,2720
"2190",2021-01-06,"ns",2720,0,NA,NA,NA,871110,982326,"data",979606,2720
"2191",2021-01-07,"ns",2720,0,NA,NA,NA,871110,982326,"data",979606,2720
"2192",2021-01-08,"ns",2720,0,NA,NA,NA,871110,982326,"data",979606,2720
"2193",2021-01-09,"ns",2720,0,NA,NA,NA,871110,982326,"data",979606,2720
"2194",2021-01-10,"ns",2720,0,NA,NA,NA,871110,982326,"data",979606,2720
"2195",2021-01-11,"ns",2720,0,NA,NA,NA,871110,982326,"data",979606,2720
"2196",2021-01-12,"ns",3831,0,NA,NA,NA,871110,982326,"data",978495,3831
"2197",2021-01-13,"ns",2755,1076,NA,NA,NA,871110,982326,"data",979571,1679
"2198",2021-01-14,"ns",2755,1076,NA,NA,NA,871110,982326,"data",979571,1679
